name,tuition,grades,address,religion,state,scraped_at
St. Matthew Lutheran School,5327.0,NS-8,"2040 S. Commerce Road
Walled Lake, MI 48390
(248) 624-7677",Lutheran Church Missouri Synod,Michigan,2025-02-13T17:26:11.526531
Little Lambs Early Childhood Center,5340.0,PK,"615 Washington Way
Sault Sainte Marie, MI 49783
(906) 632-2640",Wisconsin Evangelical Lutheran Synod,Michigan,2025-02-13T17:26:11.526531
Concordia Lutheran School,5400.0,K-8,"9600 Leverne
Redford, MI 48239
(313) 937-2233",Lutheran Church Missouri Synod,Michigan,2025-02-13T17:26:11.526531
St. Michael Lutheran School,5400.0,PK-8,"7211 Oakland Dr
Portage, MI 49024
(269) 327-0512",Lutheran Church Missouri Synod,Michigan,2025-02-13T17:26:11.526531
St. Paul The Apostle School,5400.0,PK-8,"2750 Burton St Se
Grand Rapids, MI 49546
(616) 949-1690",Catholic,Michigan,2025-02-13T17:26:11.526531
St. Paul Lutheran School,5500.0,PK-8,"201 Elm St
Northville, MI 48167
(248) 349-3146",Lutheran Church Missouri Synod,Michigan,2025-02-13T17:26:11.526531
Our Shepherd Lutheran School & Preschool,5550.0,K-8,"1658 E Lincoln St
Birmingham, MI 48009
(248) 645-0551",Lutheran Church Missouri Synod,Michigan,2025-02-13T17:26:11.527534
Light Of The World Academy,5600.0,NS-6,"1740 E M-36
Pinckney, MI 48169
(734) 878-3301","Evangelical Lutheran Church in America (formerly AELC, ALC, or LCA",Michigan,2025-02-13T17:26:11.527534
Nouvel Catholic Central Elementary School,5800.0,PK-8,"2136 Berberovich Dr
Saginaw, MI 48603
(989) 792-2361",Catholic,Michigan,2025-02-13T17:26:11.527534
All Saints Catholic School,5885.0,PK-8,"48735 Warren Rd
Canton, MI 48187
(734) 459-2490",Catholic,Michigan,2025-02-13T17:26:11.527534
Childrens Prep Academy,5900.0,PK-6,"19421 W 10 Mile Rd
Southfield, MI 48075
(248) 799-0066",Christian,Michigan,2025-02-13T17:26:11.527534
Genesee Academy,5900.0,PK-12,"9447 Corunna Rd
Swartz Creek, MI 48473
(810) 250-7557",Islamic,Michigan,2025-02-13T17:26:11.527534
Trinitas Classical School,5950.0,K-8,"1934 52nd Street SE
Grand Rapids, MI 49508
(616) 855-6518",,Michigan,2025-02-13T17:26:11.527534
Cornerstone Christian School,6000.0,PK-8,"9455 Hilton Road
Brighton, MI 48114
(810) 494-4040",Presbyterian,Michigan,2025-02-13T17:26:11.527534
New Era Christian School,6000.0,PK-8,"1901 Oak Avenue
New Era, MI 49446
(231) 861-5450",Christian,Michigan,2025-02-13T17:26:11.527534
Peace Lutheran School,6092.0,NS-8,"3161 Lawndale Road
Saginaw, MI 48603
(989) 792-2581",Lutheran Church Missouri Synod,Michigan,2025-02-13T17:26:11.527534
Grandville Calvin Christian High School,6110.0,PK-12,"3750 Ivanrest Ave Sw
Grandville, MI 49418
(616) 826-3620",Christian,Michigan,2025-02-13T17:26:11.528685
Cabrini High School,6115.0,9-12,"15305 Wick Rd
Allen Park, MI 48101
(313) 388-0110",Catholic,Michigan,2025-02-13T17:26:11.528685
St. Peter Lutheran School,6250.0,PK-8,"17051 24 Mile Rd
Macomb, MI 48042
(586) 781-9692",Lutheran Church Missouri Synod,Michigan,2025-02-13T17:26:11.528685
Western Michigan Christian High School,6300.0,7-12,"455 E Ellis Rd
Muskegon, MI 49441
(231) 799-9644",Christian,Michigan,2025-02-13T17:26:11.528685
Our Savior Lutheran School,6562.0,PK-8,"1916 Ridgewood Ave Se
Grand Rapids, MI 49506
(616) 949-0710",Lutheran Church Missouri Synod,Michigan,2025-02-13T17:26:11.528685
Huron Valley Catholic School,6600.0,PK-8,"1300 N Prospect Rd
Ypsilanti, MI 48198
(734) 483-0366",Catholic,Michigan,2025-02-13T17:26:11.528685
St. Brigid Catholic School,6630.0,K-8,"130 W Larkin St
Midland, MI 48640
(989) 835-9481",Catholic,Michigan,2025-02-13T17:26:11.528685
Plymouth-canton Montessori School,6765.0,PK-K,"45245 Joy Rd.
Canton, MI 48187
(734) 459-1550",,Michigan,2025-02-13T17:26:11.528685
St. Paul's Lutheran School,6871.0,PK-8,"17810 Farmington Rd
Livonia, MI 48152
(734) 421-9022",Wisconsin Evangelical Lutheran Synod,Michigan,2025-02-13T17:26:11.528685
Michigan Islamic Academy,6900.0,PK-12,"2301 Plymouth Road
Ann Arbor, MI 48105
(734) 665-8882",Islamic,Michigan,2025-02-13T17:26:11.529686
,,,,,Michigan,2025-02-13T17:26:11.529686
Calvary Baptist Academy,7000.0,PK-12,"6100 Perrine Road
Midland, MI 48640
(989) 832-3341",Baptist,Michigan,2025-02-13T17:26:12.610311
Grand Blanc Montessori,7000.0,PK-K,"1055 W Grand Blanc Rd
Grand Blanc, MI 48439
(810) 234-2224",,Michigan,2025-02-13T17:26:12.610311
"Holy Family Regional School,north Campus",7000.0,K-8,"2633 John R Road
Rochester, MI 48307
(248) 299-3798",Catholic,Michigan,2025-02-13T17:26:12.610311
The Montessori School Rochester,7000.0,PK-7,"1812 S. Rochester Rd.
Rochester, MI 48307
(248) 453-5757",,Michigan,2025-02-13T17:26:12.610311
Muslim American Youth Academy,7000.0,PK-8,"19500 Ford Road
Dearborn, MI 48128
(213) 436-3300",Islamic,Michigan,2025-02-13T17:26:12.610311
Battle Creek Academy,7040.0,K-12,"480 Parkway Drive
Battle Creek, MI 49037
(269) 965-1278",Seventh Day Adventist,Michigan,2025-02-13T17:26:12.610311
Grand Haven Christian School,7080.0,PK-8,"1102 Grant Ave
Grand Haven, MI 49417
(616) 842-5420",Calvinist,Michigan,2025-02-13T17:26:12.610311
Michigan Lutheran High School,7095.0,9-12,"615 E Marquette Woods Rd
Saint Joseph, MI 49085
(269) 429-7861",Other Lutheran,Michigan,2025-02-13T17:26:12.610311
Hillsdale Academy,7170.0,K-12,"1 Academy Ln
Hillsdale, MI 49242
(517) 439-8644",Christian,Michigan,2025-02-13T17:26:12.610311
Spiritus Sanctus Academy,7488.0,K-8,"10450 Joy Road
Plymouth, MI 48170
(734) 414-8430",Catholic,Michigan,2025-02-13T17:26:12.610311
Gabriel Richard Catholic High School,7599.0,9-12,"15325 Pennsylvania Rd
Riverview, MI 48193
(734) 284-1875",Catholic,Michigan,2025-02-13T17:26:12.610311
Holland Christian Middle School,7600.0,6-8,"850 Ottawa Ave
Holland, MI 49423
(616) 820-3205",Christian,Michigan,2025-02-13T17:26:12.611815
Charlotte Mason Community School,7900.0,K-8,"17400 2nd Ave
Highland Park, MI 48203
(313) 338-3481",Christian,Michigan,2025-02-13T17:26:12.611815
Nouvel Catholic Central High School,7900.0,9-12,"2555 Wieneke Rd
Saginaw, MI 48603
(989) 399-2221",Catholic,Michigan,2025-02-13T17:26:12.611815
Covenant Christian High School,7954.0,9-12,"1401 Ferndale Sw
Grand Rapids, MI 49534
(616) 453-5048",Calvinist,Michigan,2025-02-13T17:26:12.612317
Ada Christian School,7960.0,PK-8,"6206 Ada Dr SE
Ada, MI 49301
(616) 676-1289",Christian,Michigan,2025-02-13T17:26:12.612317
Holland Christian High School,8000.0,9-12,"950 Ottawa Ave
Holland, MI 49423
(616) 298-9309",Calvinist,Michigan,2025-02-13T17:26:12.612317
Lansing Christian School,8000.0,PK-12,"3405 Belle Chase Way
Lansing, MI 48911
(517) 882-5779",,Michigan,2025-02-13T17:26:12.612317
West Highland Christian Academy,8000.0,K-12,"1116 S Hickory Ridge Rd
Milford, MI 48380
(248) 887-6698",Christian,Michigan,2025-02-13T17:26:12.612317
Divine Child High School,8100.0,K-12,"1001 N Silvery Lane
Dearborn, MI 48128
(313) 216-0891",Catholic,Michigan,2025-02-13T17:26:12.612317
Washtenaw Christian Academy,8325.0,PK-12,"7200 Moon Rd.
Saline, MI 48176
(734) 429-7733",Christian,Michigan,2025-02-13T17:26:12.612317
Wixom Christian School,8400.0,NS-12,"620 N Wixom Road
Wixom, MI 48393
(248) 624-4362",Baptist,Michigan,2025-02-13T17:26:12.612317
Northern Michigan Christian School,8450.0,K-12,"128 S Martin St
Mc Bain, MI 49657
(231) 825-2492",,Michigan,2025-02-13T17:26:12.613318
Lutheran High School North,8480.0,9-12,"16825 24 Mile Rd
Macomb, MI 48042
(586) 781-9151",Lutheran Church Missouri Synod,Michigan,2025-02-13T17:26:12.613318
Lutheran High School Northwest,8480.0,9-12,"1000 Bagley Dr
Rochester, MI 48309
(248) 852-6677",Lutheran Church Missouri Synod,Michigan,2025-02-13T17:26:12.613318
Lutheran High School Westland,8480.0,9-12,"33300 Cowan Rd
Westland, MI 48185
(734) 422-2090",Lutheran Church Missouri Synod,Michigan,2025-02-13T17:26:12.613318
Cardinal Mooney Catholic,8500.0,9-12,"660 S Water St
Marine City, MI 48039
(810) 765-8825",Catholic,Michigan,2025-02-13T17:26:12.613318
Hope Christian Academy,8750.0,6-12,"33740 Cowan Rd
Westland, MI 48185
(734) 525-0160",Other Lutheran,Michigan,2025-02-13T17:26:12.613819
Valley Lutheran High School,8750.0,9-12,"3560 McCarty Road
Saginaw, MI 48603
(989) 790-1676",Lutheran Church Missouri Synod,Michigan,2025-02-13T17:26:12.613819
Oakland University's Lowry Center for Early Childhood Education,8970.0,NS-PK,"102 Pawley Hall - School Of Education and Human Service
Rochester, MI 48309
(248) 370-4100",,Michigan,2025-02-13T17:26:12.613819
Livingston Christian Schools,9200.0,PK-12,"7669 Brighton Rd.
Brighton, MI 48116
(810) 900-1200",Christian,Michigan,2025-02-13T17:26:12.613819
Grand Rapids Christian High School,9445.0,9-12,"2300 Plymouth Ave Se
Grand Rapids, MI 49506
(616) 574-5500",Christian,Michigan,2025-02-13T17:26:12.614320
The Pathfinder School,9450.0,PK-8,"11930 S West Bay Shore Drive
Traverse City, MI 49684
(231) 995-3800",,Michigan,2025-02-13T17:26:12.614320
Kingsbury School,9500.0,PK-8,"5000 Hosner Rd
Oxford, MI 48370
(248) 628-2571",,Michigan,2025-02-13T17:26:12.614320
Lansing Catholic High School,9650.0,9-12,"501 N Marshall St
Lansing, MI 48912
(517) 267-2100",Catholic,Michigan,2025-02-13T17:26:12.614320
Clonlara School,10300.0,K-12,"1289 Jewett Avenue
Ann Arbor, MI 48104
(734) 769-4511",,Michigan,2025-02-13T17:26:12.614824
St. Mary Catholic Central High School,10450.0,9-12,"108 W Elm Ave
Monroe, MI 48162
(734) 241-7622",Catholic,Michigan,2025-02-13T17:26:12.614824
Brookview Montessori School,10500.0,NS-8,"501 Zollar Drive
Benton Harbor, MI 49022
(269) 925-3544",,Michigan,2025-02-13T17:26:12.614824
Montessori Center Of Our Lady,11200.0,PK-6,"14200 Newburgh Rd.
Livonia, MI 48154
(734) 838-0841",Catholic,Michigan,2025-02-13T17:26:12.614824
Bloomfield Christian School,11745.0,PK-12,"3570 Telegraph Rd.
Bloomfield Hills, MI 48302
(248) 499-7800",Christian,Michigan,2025-02-13T17:26:12.615327
Catholic Central High School,11850.0,9-12,"319 Sheldon Blvd SE
Grand Rapids, MI 49503
(616) 233-5800",Catholic,Michigan,2025-02-13T17:26:12.615327
The Montessori School of Five Points,12000.0,NS,"3388 Five Points Dr
Auburn Hills, MI 48326
(248) 276-8626",,Michigan,2025-02-13T17:26:12.615327
Kazoo School,12096.0,PK-8,"1401 Cherry St
Kalamazoo, MI 49008
(269) 345-3239",,Michigan,2025-02-13T17:26:12.615327
Bishop Foley Catholic High School,12300.0,9-12,"32000 Campbell Road
Madison Heights, MI 48071
(248) 585-1210",Catholic,Michigan,2025-02-13T17:26:12.615830
West Catholic High School,12400.0,9-12,"1801 Bristol Ave NW
Grand Rapids, MI 49504
(616) 233-5900",Catholic,Michigan,2025-02-13T17:26:12.615830
Father Gabriel Richard High School,13000.0,9-12,"4333 Whitehall Dr
Ann Arbor, MI 48105
(734) 662-0496",Catholic,Michigan,2025-02-13T17:26:12.615830
South Christian High School,13170.0,9-12,"7979 KALAMAZOO AVE SE
Byron Center, MI 49315
(616) 455-3210",Calvinist,Michigan,2025-02-13T17:26:12.616420
Plymouth Christian Academy,13213.0,PK-12,"43065 Joy Road
Canton, MI 48187
(734) 459-3505",Baptist,Michigan,2025-02-13T17:26:12.616420
Detroit Waldorf School,13550.0,PK-8,"2555 Burns
Detroit, MI 48214
(313) 822-0300",,Michigan,2025-02-13T17:26:12.616420
Japhet School,13780.0,PK-8,"839 S. Crooks Road
Clawson, MI 48017
(248) 585-9150",,Michigan,2025-02-13T17:26:12.616420
Cedar Crest Academy,14000.0,PK-8,"8970 Dixie Hwy
Clarkston, MI 48348
(248) 625-7270",,Michigan,2025-02-13T17:26:12.616420
De La Salle Collegiate High School,14900.0,9-12,"14600 Common Road
Warren, MI 48088
(586) 778-2207",Catholic,Michigan,2025-02-13T17:26:12.616420
Christian Montessori School Of Ann Arbor,14931.0,NS-3,"5225 Jackson Road
Ann Arbor, MI 48103
(734) 332-9600",Christian,Michigan,2025-02-13T17:26:12.616420
Detroit Catholic Central High School,15700.0,9-12,"27225 Wixom Road
Novi, MI 48374
(248) 596-3810",Catholic,Michigan,2025-02-13T17:26:12.616420
Brother Rice High School,15950.0,9-12,"7101 Lahser Rd
Bloomfield Hills, MI 48301
(248) 833-2020",Catholic,Michigan,2025-02-13T17:26:12.617422
Ann Arbor Academy,16000.0,4-12,"111 East Mosley Street
Ann Arbor, MI 48104
(734) 747-6641",,Michigan,2025-02-13T17:26:12.617422
New Morning School,16382.0,PK-8,"14501 N Haggerty Rd
Plymouth, MI 48170
(734) 420-3331",,Michigan,2025-02-13T17:26:12.617422
Mercy High School,16425.0,9-12,"29300 W 11 Mile Rd
Farmington, MI 48336
(248) 476-2484",Catholic,Michigan,2025-02-13T17:26:12.617422
Marian High School,16450.0,9-12,"7225 Lahser Road
Bloomfield Hills, MI 48301
(248) 502-3033",Catholic,Michigan,2025-02-13T17:26:12.617944
Hebrew Day School Of Ann Arbor,17738.0,PK-5,"2937 Birch Hollow Dr
Ann Arbor, MI 48108
(734) 971-4633",Jewish,Michigan,2025-02-13T17:26:12.617944
Summers-knoll School,17800.0,PK-8,"2203 Platt Rd
Ann Arbor, MI 48104
(734) 971-7991",,Michigan,2025-02-13T17:26:12.617944
University Of Detroit Jesuit High School & Academy,17800.0,7-12,"8400 S Cambridge Avenue
Detroit, MI 48221
(313) 927-2307",Catholic,Michigan,2025-02-13T17:26:12.617944
Lake Michigan Academy,17950.0,1-12,"2428 Burton St SE
Grand Rapids, MI 49546
(616) 464-3330",,Michigan,2025-02-13T17:26:12.617944
Steppingstone School,18850.0,K-8,"650 Church St, Rm 119
Plymouth, MI 48170
(248) 957-8200",,Michigan,2025-02-13T17:26:12.617944
Notre Dame Preparatory School,20000.0,PK-12,"1300 Giddings Road
Pontiac, MI 48340
(248) 373-5300",Catholic,Michigan,2025-02-13T17:26:12.617944
The Roeper School PreK-5,26000.0,NS-5,"41190 Woodward Ave.
Bloomfield Hills, MI 48304
(248) 203-7300",,Michigan,2025-02-13T17:26:12.618945
"Aim High School, Grades 6-12",29000.0,6-12,"29230 W 12 Mile Rd
Farmington, MI 23832
(248) 702-6922",,Michigan,2025-02-13T17:26:12.618945
Brightmont Academy - Northville,29370.0,1-12,"15374 N Haggerty Rd
Plymouth, MI 48170
(734) 548-8740",,Michigan,2025-02-13T17:26:12.618945
Brightmont Academy Birmingham,29370.0,1-12,"33483 Woodward Avenue
Birmingham, MI 48009
(248) 430-3060",,Michigan,2025-02-13T17:26:12.618945
Frankel Jewish Academy Of Metro Detroit,30800.0,9-12,"6600 West Maple Road
West Bloomfield, MI 48322
(248) 592-5263",Jewish,Michigan,2025-02-13T17:26:12.618945
Greenhills School,31670.0,6-12,"850 Greenhills Drive
Ann Arbor, MI 48105
(734) 769-4010",,Michigan,2025-02-13T17:26:12.618945
Rudolf Steiner High School of Ann Arbor,31700.0,9-12,"2230 Pontiac Trail
Ann Arbor, MI 48105
(734) 669-9394",,Michigan,2025-02-13T17:26:12.618945
Eton Academy,33000.0,1-12,"1755 E Melton Rd
Birmingham, MI 48009
(248) 642-1150",,Michigan,2025-02-13T17:26:12.618945
FThe Roeper School Grades 6 - 12,34030.0,6-12,"1051 Oakland Avenue
Birmingham, MI 48009
(248) 203-7300",,Michigan,2025-02-13T17:26:12.619954
University Liggett School,34870.0,PK-12,"1045 Cook Road
Grosse Pointe, MI 48236
(313) 884-4444",,Michigan,2025-02-13T17:26:12.619954
Cranbrook Schools,38600.0,PK-12,"39221 Woodward Avenue
Bloomfield Hills, MI 48303
(248) 645-3610",,Michigan,2025-02-13T17:26:12.619954
The Leelanau School,72350.0,9-12,"1 Old Homestead Road
Glen Arbor, MI 49636
(231) 334-5800",,Michigan,2025-02-13T17:26:12.620459
Interlochen Arts Academy,76500.0,9-12,"4000 M-137
Interlochen, MI 49643
(231) 276-7472",,Michigan,2025-02-13T17:26:12.620459
Summit School,1090.0,NS-PK,"1600 N 8th Ave E
Duluth, MN 55805
(218) 724-3133",,Minnesota,2025-02-13T17:26:14.730000
Grace Christian Preschool,1240.0,PK,"2452 County Road 76
Grand Rapids, MN 55744
(218) 326-4838",Christian,Minnesota,2025-02-13T17:26:14.730000
Holy Cross School,1250.0,PK-6,"10672 County Road 8
Kimball, MN 55353
(320) 398-7885",Catholic,Minnesota,2025-02-13T17:26:14.730000
First Lutheran School,1300.0,PK-8,"1015 14th St E
Glencoe, MN 55336
(320) 864-3317",Lutheran Church Missouri Synod,Minnesota,2025-02-13T17:26:14.730000
St. James Lutheran School,1300.0,PK-8,"1000 6th St
Howard Lake, MN 55349
(320) 543-2630",Lutheran Church Missouri Synod,Minnesota,2025-02-13T17:26:14.730000
Sacred Heart School,1350.0,K-8,"11 5th St NW
Adams, MN 55909
(507) 582-3120",Catholic,Minnesota,2025-02-13T17:26:14.730999
Ascension Catholic School,1400.0,PK-8,"1726 Dupont Ave N
Minneapolis, MN 55411
(612) 521-3609",Catholic,Minnesota,2025-02-13T17:26:14.730999
Saint Peter Claver Catholic School,1400.0,PK-8,"1060 Central Ave W
Saint Paul, MN 55104
(651) 621-2273",Catholic,Minnesota,2025-02-13T17:26:14.730999
St. John's Evangelical Lutheran School,1420.0,PK-8,"720 North Marshall Street
Caledonia, MN 55921
(507) 725-3228",Wisconsin Evangelical Lutheran Synod,Minnesota,2025-02-13T17:26:14.730999
Excel High School,1490.0,6-12,"601 Carlson Parkway, Suite 1250
Hopkins, MN 55305
(952) 465-3700",,Minnesota,2025-02-13T17:26:14.730999
Zion Lutheran School,1500.0,PK-8,"14735 County Road 153
Cologne, MN 55322
(952) 466-3379",Lutheran Church Missouri Synod,Minnesota,2025-02-13T17:26:14.730999
St. Casimir's School,1650.0,PK-6,"330 2nd Avenue Sw
Wells, MN 56097
(507) 553-5822",Catholic,Minnesota,2025-02-13T17:26:14.730999
Trinity Lutheran Church and School,1694.0,PK-8,"604 Main St.
Nicollet, MN 56074
(507) 232-3938",Wisconsin Evangelical Lutheran Synod,Minnesota,2025-02-13T17:26:14.730999
Granite City Baptist Academy,2000.0,PK-12,"1425 County Road 134
Saint Cloud, MN 56303
(320) 251-2801",Baptist,Minnesota,2025-02-13T17:26:14.732005
St. Johns Lutheran School,2025.0,PK-8,"245 S Line St
Wykoff, MN 55990
(507) 352-4671",Lutheran Church Missouri Synod,Minnesota,2025-02-13T17:26:14.732005
Trinity Lutheran School,2175.0,NS-8,"501 N Main St
Janesville, MN 56048
(507) 231-6646",Lutheran Church Missouri Synod,Minnesota,2025-02-13T17:26:14.732005
Most Holy Redeemer School,2250.0,PK-8,"205 Vine Avenue W
Montgomery, MN 56069
(507) 364-7383",Catholic,Minnesota,2025-02-13T17:26:14.732005
St. Mark Lutheran Elementary School,2300.0,K-8,"2220 Anne St. NW
Bemidji, MN 56601
(218) 444-3939",Wisconsin Evangelical Lutheran Synod,Minnesota,2025-02-13T17:26:14.732508
Immanuel Lutheran School,2340.0,PK-8,"30 S Wabasha
Plainview, MN 55964
(507) 534-2108",Lutheran Church Missouri Synod,Minnesota,2025-02-13T17:26:14.732508
St. John Lutheran School,2340.0,PK-8,"15671 158th St NE
Thief River Falls, MN 56701
(218) 681-7753",Lutheran Church Missouri Synod,Minnesota,2025-02-13T17:26:14.732508
Emanuel Lutheran School,2400.0,PK-8,"18155 County Road 50
Hamburg, MN 55339
(952) 467-2780",Lutheran Church Missouri Synod,Minnesota,2025-02-13T17:26:14.732508
St. John Paul II Catholic School,2450.0,PK-8,"1630 4th St NE
Minneapolis, MN 55413
(612) 789-8851",Catholic,Minnesota,2025-02-13T17:26:14.732508
St. Paul Lutheran School,2450.0,PK-8,"114 E 4th St N
Truman, MN 56088
(507) 776-6541",Lutheran Church Missouri Synod,Minnesota,2025-02-13T17:26:14.732508
Concordia Classical Academy,2500.0,K-7,"2101 Lorray Dr
Mankato, MN 56003
(507) 388-4336",Lutheran Church Missouri Synod,Minnesota,2025-02-13T17:26:14.732508
Trinity First Lutheran School,2500.0,PK-8,"1115 E 19th St
Minneapolis, MN 55404
(612) 871-2353",Lutheran Church Missouri Synod,Minnesota,2025-02-13T17:26:14.732508
Holy Redeemer School,2550.0,PK-8,"501 S Whitney St
Marshall, MN 56258
(507) 532-6642",Catholic,Minnesota,2025-02-13T17:26:14.733510
John Ireland School,2620.0,PK-6,"1801 W. Broadway
Saint Peter, MN 56082
(507) 931-2810",Catholic,Minnesota,2025-02-13T17:26:14.733510
Holy Trinity Catholic School,2800.0,NS-6,"80 Edward St S
Pierz, MN 56364
(320) 468-6446",Catholic,Minnesota,2025-02-13T17:26:14.733510
Solid Rock Christian Academy,2850.0,PK-12,"11800 196th Avenue NW
Elk River, MN 55330
(763) 441-2816",Pentecostal,Minnesota,2025-02-13T17:26:14.733510
St. Elizabeth Ann Seton School,2860.0,PK-8,"600 Tyler St
Hastings, MN 55033
(651) 437-3098",Catholic,Minnesota,2025-02-13T17:26:14.733510
St. John The Baptist Catholic School,2900.0,PK-4,"111 Main St W
Vermillion, MN 55085
(510) 229-7741",Catholic,Minnesota,2025-02-13T17:26:14.733510
Trinity Lutheran School,2902.0,PK-8,"500 W Church St
Belle Plaine, MN 56011
(952) 873-6320",Wisconsin Evangelical Lutheran Synod,Minnesota,2025-02-13T17:26:14.733510
St. Mary's Catholic School K-12,2950.0,PK-12,"104 Saint Marys St Nw
Sleepy Eye, MN 56085
(507) 794-4121",Catholic,Minnesota,2025-02-13T17:26:14.734532
Immanuel Lutheran School,2951.0,K-8,"417 High Ave
Gaylord, MN 55334
(507) 237-2804",Lutheran Church Missouri Synod,Minnesota,2025-02-13T17:26:14.734532
Zion Lutheran School,2960.0,PK-8,"209 Bluejay Avenue
Mayer, MN 55360
(952) 657-2339",Lutheran Church Missouri Synod,Minnesota,2025-02-13T17:26:14.734532
,,,,,Minnesota,2025-02-13T17:26:14.734532
Queen Of Peace Catholic School,2967.0,PK-8,"102 4th St
Cloquet, MN 55720
(218) 879-8516",Catholic,Minnesota,2025-02-13T17:26:15.838608
St. Timothys Parish School,2990.0,PK-8,"215 Division St. E
Maple Lake, MN 55358
(320) 963-3417",Catholic,Minnesota,2025-02-13T17:26:15.838608
